0.0032037615	0.042139117	-0.008983204	0.054012977	0.017789721	0.056128636	-0.020819724	-0.07891464	0.016730389	-0.054063063	0.029162489	-0.003559919	-0.013517096	0.016592076	-0.019185098	-0.018027091
-0.018334584	0.022377579	-0.022240678	0.00069548347	0.00023499719	0.026023805	-0.042260528	-0.08321201	0.03121744	-7.3366566e-05	0.012465876	-0.001909662	0.018334057	-0.017309714	-0.036112204	0.033866905
-0.012089707	0.08547081	0.025610436	-0.008723773	-0.03350894	-0.024048714	-0.050877575	-0.10100012	0.042739823	-0.008469685	0.02873968	0.051105358	0.035261292	-0.014312297	-0.009383001	-0.03294957
-0.027461465	0.0134719815	-0.023547648	-0.0010663314	0.023965646	0.07383218	0.022755312	-0.03602617	0.007179962	-0.037296437	0.03754738	-0.007777387	0.015338179	-0.030349787	-0.0108757755	0.004050218
0.02581338	0.045162376	-0.005460893	-0.005155504	-0.008327296	0.015998263	-0.094474524	-0.095546484	-0.043579556	-0.014793704	-0.07507175	0.021918492	-0.024615487	-0.01812214	-0.02480257	0.013335809
0.01355709	0.039503943	-0.011414094	0.018809149	0.056941558	0.027401038	-0.029629847	-0.04053103	0.036456633	-0.03263285	0.0011358826	0.004234817	0.03511021	0.003458433	0.085963875	0.06558156
-0.041922756	0.0072563086	0.027449073	0.07402766	0.009890183	-0.013742463	0.044676296	-0.09616238	0.01661614	0.00787134	-0.014738579	0.077123836	-0.06776112	-0.045563564	-0.047185957	0.028744573
-0.04516876	0.03480758	0.0013193121	-0.0140616335	0.057643488	0.03642627	0.027209831	-0.01383474	-0.00019364042	-0.034586404	0.063645914	-0.04941002	-0.00494873	-0.040283713	0.04969377	0.057935026
-0.011230782	0.03509821	0.0005945747	-0.020746097	-0.033744786	0.046831857	-0.051756535	-0.00010670199	-0.007569969	-0.03189352	0.002999338	-0.008847288	0.015443173	0.049524385	0.0077531273	0.016071707
-0.064948246	0.025446007	0.0045595584	0.018412234	-0.015610713	0.063132785	-0.069861226	-0.07863393	0.00073514535	0.09310034	0.049260817	0.04637371	0.0067966105	-0.03211902	0.022439312	0.024262825
-0.047766276	0.05413224	0.034333006	0.018972043	-0.017801527	0.07917391	0.019917388	-0.06634254	-0.0041897534	0.016587038	0.015657598	-0.044077706	0.05636787	-0.025251392	0.046486724	-0.09841386
-0.033208895	0.0059467214	-0.025877316	0.056314226	0.020568023	-0.052469444	-0.0039525065	-0.12561792	0.0760327	-0.0033947297	-0.017648332	-0.02830635	0.00038331328	-0.07969408	-0.037440788	-0.02459803
-0.023747733	-0.0018175098	-0.0022410778	0.0105911875	0.03530799	0.04886678	-0.06275424	0.017763538	-0.0907129	-0.011910665	0.055759713	0.043545518	-0.020054119	-0.05647887	-0.0062800865	-0.058587175
0.053485435	0.04909865	-0.0090647945	0.031422455	-0.053500533	0.0042637424	0.03717732	-0.070775256	-0.07034554	-0.05660812	-0.049090818	-0.03803332	0.034450892	-0.025981935	-0.0133807	-0.06008284
-0.0921127	0.012444027	-0.049058415	-0.053654708	0.015195335	-0.0324591	0.0042810715	-0.03442278	0.12525336	0.0050074933	0.0080945	0.015126589	-0.018176164	-0.079727754	-0.14680177	-0.009905984
-0.08426355	0.018783614	0.012273552	-0.034707073	0.049323704	-0.08279015	0.009636956	-0.021035157	-0.061757125	-0.012330295	0.003794689	0.00019408653	-0.027091525	0.052304707	-0.010426214	0.035845093
